gene	status	category	score	nuclear_score	source_table_status	source_table_category	report_path	docs_report_path	category_page	lines	has_hpa	has_if_image	has_pae	has_pdb	has_ppi	has_pubmed	has_scoring_table	has_manual_review	duplicate_count	duplicate_type	is_primary_candidate	known_backlog_flags	parse_quality	parse_notes
RUSC1	scored	nucleoplasm	1.5	28			detail/nucleoplasm/RUSC1/RUSC1-evaluation.md	reports/RUSC1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
RUSF1	rejected	nucleoplasm		1			detail/nucleoplasm/RUSF1/RUSF1-evaluation.md	reports/RUSF1.html	category/nucleoplasm.html	120	True	False	False	True	True	True	True	True	1	NONE	True	manual_review	GOOD	ok
RWDD1	scored	nucleoplasm		1			detail/nucleoplasm/RWDD1/RWDD1-evaluation.md	reports/RWDD1.html	category/nucleoplasm.html	144	True	False	False	True	True	True	True	True	1	NONE	True	parse_quality:PARTIAL;manual_review	PARTIAL	score_not_parsed
RWDD2B	scored	nucleoplasm		1			detail/nucleoplasm/RWDD2B/RWDD2B-evaluation.md	reports/RWDD2B.html	category/nucleoplasm.html	145	True	True	True	True	True	True	True	True	1	NONE	True	parse_quality:PARTIAL;manual_review	PARTIAL	score_not_parsed
RWDD3	scored	nucleoplasm		22			detail/nucleoplasm/RWDD3/RWDD3-evaluation.md	reports/RWDD3__nucleoplasm.html	category/nucleoplasm.html	145	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
RXRA	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/RXRA/RXRA-evaluation.md	reports/RXRA.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
RXYLT1	scored	nucleoplasm	1	28			detail/nucleoplasm/RXYLT1/RXYLT1-evaluation.md	reports/RXYLT1.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
RYBP	rejected	nucleoplasm	2	28			detail/nucleoplasm/RYBP/RYBP-evaluation.md	reports/RYBP.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
RYK	rejected	nucleoplasm	2	28			detail/nucleoplasm/RYK/RYK-evaluation.md	reports/RYK.html	category/nucleoplasm.html	189	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Ran	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/Ran/Ran-evaluation.md	reports/Ran.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
S100Z	scored	nucleoplasm	1	16			detail/nucleoplasm/S100Z/S100Z-evaluation.md	reports/S100Z.html	category/nucleoplasm.html	168	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SAAL1	scored	nucleoplasm		0.5			detail/nucleoplasm/SAAL1/SAAL1-evaluation.md	reports/SAAL1.html	category/nucleoplasm.html	147	True	True	True	True	True	True	True	True	1	NONE	True	parse_quality:PARTIAL;manual_review	PARTIAL	score_not_parsed
SAE1	rejected	nucleoplasm	3	27			detail/nucleoplasm/SAE1/SAE1-evaluation.md	reports/SAE1.html	category/nucleoplasm.html	185	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SAFB	scored	nucleoplasm	1	36			detail/nucleoplasm/SAFB/SAFB-evaluation.md	reports/SAFB.html	category/nucleoplasm.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SAGE1	scored	nucleoplasm		28			detail/nucleoplasm/SAGE1/SAGE1-evaluation.md	reports/SAGE1__nucleoplasm.html	category/nucleoplasm.html	140	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SAMD11	scored	nucleoplasm		0.5			detail/nucleoplasm/SAMD11/SAMD11-evaluation.md	reports/SAMD11.html	category/nucleoplasm.html	164	True	True	True	True	True	True	True	True	1	NONE	True	parse_quality:PARTIAL;manual_review	PARTIAL	score_not_parsed
SAMHD1	rejected	nucleoplasm	2.5	28			detail/nucleoplasm/SAMHD1/SAMHD1-evaluation.md	reports/SAMHD1.html	category/nucleoplasm.html	163	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SANBR	scored	nucleoplasm	0	28			detail/nucleoplasm/SANBR/SANBR-evaluation.md	reports/SANBR.html	category/nucleoplasm.html	155	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SAP130	scored	nucleoplasm		0.5			detail/nucleoplasm/SAP130/SAP130-evaluation.md	reports/SAP130.html	category/nucleoplasm.html	162	True	False	True	True	True	True	True	True	1	NONE	True	parse_quality:PARTIAL;manual_review	PARTIAL	score_not_parsed
SAR1A	rejected	nucleoplasm		1			detail/nucleoplasm/SAR1A/SAR1A-evaluation.md	reports/SAR1A.html	category/nucleoplasm.html	151	True	False	False	True	True	True	True	True	1	NONE	True	manual_review	GOOD	ok
SART3	scored	nucleoplasm	77.5	4			detail/nucleoplasm/SART3/SART3-evaluation.md	reports/SART3.html	category/nucleoplasm.html	160	True	False	True	True	True	True	True	True	1	NONE	True	manual_review	GOOD	ok
SATB1	rejected	nucleoplasm	2.5	36			detail/nucleoplasm/SATB1/SATB1-evaluation.md	reports/SATB1.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SATB2	rejected	nucleoplasm	2	36			detail/nucleoplasm/SATB2/SATB2-evaluation.md	reports/SATB2.html	category/nucleoplasm.html	172	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SATL1	scored	nucleoplasm	0	28			detail/nucleoplasm/SATL1/SATL1-evaluation.md	reports/SATL1.html	category/nucleoplasm.html	165	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SAXO4	rejected	nucleoplasm		1			detail/nucleoplasm/SAXO4/SAXO4-evaluation.md	reports/SAXO4.html	category/nucleoplasm.html	141	True	False	False	True	True	True	True	True	1	NONE	True	manual_review	GOOD	ok
SBF1	scored	nucleoplasm		6			detail/nucleoplasm/SBF1/SBF1-evaluation.md	reports/SBF1.html	category/nucleoplasm.html	174	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SBF2	scored	nucleoplasm		4			detail/nucleoplasm/SBF2/SBF2-evaluation.md	reports/SBF2.html	category/nucleoplasm.html	176	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SBNO1	scored	nucleoplasm		8			detail/nucleoplasm/SBNO1/SBNO1-evaluation.md	reports/SBNO1.html	category/nucleoplasm.html	166	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SC5D	scored	nucleoplasm		4			detail/nucleoplasm/SC5D/SC5D-evaluation.md	reports/SC5D.html	category/nucleoplasm.html	161	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SCAND1	scored	nucleoplasm	100	1			detail/nucleoplasm/SCAND1/SCAND1-evaluation.md	reports/SCAND1.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SCEL	scored	nucleoplasm		6			detail/nucleoplasm/SCEL/SCEL-evaluation.md	reports/SCEL.html	category/nucleoplasm.html	162	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SCFD2	scored	nucleoplasm		4			detail/nucleoplasm/SCFD2/SCFD2-evaluation.md	reports/SCFD2.html	category/nucleoplasm.html	156	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SCHIP1	scored	nucleoplasm		6			detail/nucleoplasm/SCHIP1/SCHIP1-evaluation.md	reports/SCHIP1.html	category/nucleoplasm.html	161	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SCMH1	scored	nucleoplasm	100	1			detail/nucleoplasm/SCMH1/SCMH1-evaluation.md	reports/SCMH1.html	category/nucleoplasm.html	193	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SCOC	scored	nucleoplasm	100	3			detail/nucleoplasm/SCOC/SCOC-evaluation.md	reports/SCOC.html	category/nucleoplasm.html	122	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SCRN2	scored	nucleoplasm		4			detail/nucleoplasm/SCRN2/SCRN2-evaluation.md	reports/SCRN2.html	category/nucleoplasm.html	154	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SCX	rejected	nucleoplasm	0.5	32			detail/nucleoplasm/SCX/SCX-evaluation.md	reports/SCX.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SDCBP2	scored	nucleoplasm		9			detail/nucleoplasm/SDCBP2/SDCBP2-evaluation.md	reports/SDCBP2.html	category/nucleoplasm.html	175	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SDR39U1	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SDR39U1/SDR39U1-evaluation.md	reports/SDR39U1.html	category/nucleoplasm.html	168	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SEBOX	scored	nucleoplasm	0.5	32			detail/nucleoplasm/SEBOX/SEBOX-evaluation.md	reports/SEBOX.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SEH1L	scored	nucleoplasm		2			detail/nucleoplasm/SEH1L/SEH1L-evaluation.md	reports/SEH1L.html	category/nucleoplasm.html	148	True	True	True	True	True	True	True	True	1	NONE	True	parse_quality:PARTIAL;manual_review	PARTIAL	score_not_parsed
SELENOH	scored	nucleoplasm		5			detail/nucleoplasm/SELENOH/SELENOH-evaluation.md	reports/SELENOH.html	category/nucleoplasm.html	158	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SELENOM	scored	nucleoplasm		4			detail/nucleoplasm/SELENOM/SELENOM-evaluation.md	reports/SELENOM.html	category/nucleoplasm.html	164	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SENP3	rejected	nucleoplasm	1.5	28			detail/nucleoplasm/SENP3/SENP3-evaluation.md	reports/SENP3.html	category/nucleoplasm.html	187	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SENP5	scored	nucleoplasm		10			detail/nucleoplasm/SENP5/SENP5-evaluation.md	reports/SENP5.html	category/nucleoplasm.html	164	True	False	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SENP6	scored	nucleoplasm	1.83	58			detail/nucleoplasm/SENP6/SENP6-evaluation.md	reports/SENP6.html	category/nucleoplasm.html	104	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SENP7	scored	nucleoplasm		6			detail/nucleoplasm/SENP7/SENP7-evaluation.md	reports/SENP7.html	category/nucleoplasm.html	166	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SENP8	scored	nucleoplasm		4			detail/nucleoplasm/SENP8/SENP8-evaluation.md	reports/SENP8.html	category/nucleoplasm.html	158	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SEPHS2	scored	nucleoplasm		4			detail/nucleoplasm/SEPHS2/SEPHS2-evaluation.md	reports/SEPHS2.html	category/nucleoplasm.html	162	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SEPTIN10	rejected	nucleoplasm		0			detail/nucleoplasm/SEPTIN10/SEPTIN10-evaluation.md	reports/SEPTIN10.html	category/nucleoplasm.html	166	True	True	False	True	True	True	True	False	1	NONE	True		GOOD	ok
SEPTIN12	scored	nucleoplasm	3	1			detail/nucleoplasm/SEPTIN12/SEPTIN12-evaluation.md	reports/SEPTIN12.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SEPTIN3	scored	nucleoplasm		6			detail/nucleoplasm/SEPTIN3/SEPTIN3-evaluation.md	reports/SEPTIN3.html	category/nucleoplasm.html	168	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SEPTIN5	scored	nucleoplasm	1.5	16			detail/nucleoplasm/SEPTIN5/SEPTIN5-evaluation.md	reports/SEPTIN5.html	category/nucleoplasm.html	173	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SEPTIN6	scored	nucleoplasm		7			detail/nucleoplasm/SEPTIN6/SEPTIN6-evaluation.md	reports/SEPTIN6.html	category/nucleoplasm.html	177	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SEPTIN7	scored	nucleoplasm		8			detail/nucleoplasm/SEPTIN7/SEPTIN7-evaluation.md	reports/SEPTIN7.html	category/nucleoplasm.html	183	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SERF1A	scored	nucleoplasm		8			detail/nucleoplasm/SERF1A/SERF1A-evaluation.md	reports/SERF1A.html	category/nucleoplasm.html	164	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SERF1B	scored	nucleoplasm		9			detail/nucleoplasm/SERF1B/SERF1B-evaluation.md	reports/SERF1B.html	category/nucleoplasm.html	161	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SERGEF	scored	nucleoplasm		10			detail/nucleoplasm/SERGEF/SERGEF-evaluation.md	reports/SERGEF.html	category/nucleoplasm.html	168	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SERPINB10	scored	nucleoplasm		8			detail/nucleoplasm/SERPINB10/SERPINB10-evaluation.md	reports/SERPINB10.html	category/nucleoplasm.html	171	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SERPINB13	scored	nucleoplasm		6			detail/nucleoplasm/SERPINB13/SERPINB13-evaluation.md	reports/SERPINB13.html	category/nucleoplasm.html	169	True	True	False	True	True	True	True	False	1	NONE	True	parse_quality:PARTIAL	PARTIAL	score_not_parsed
SERPINB9	scored	nucleoplasm	2	28			detail/nucleoplasm/SERPINB9/SERPINB9-evaluation.md	reports/SERPINB9.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SERTAD1	scored	nucleoplasm	1	28			detail/nucleoplasm/SERTAD1/SERTAD1-evaluation.md	reports/SERTAD1.html	category/nucleoplasm.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SERTAD2	scored	nucleoplasm	1	28			detail/nucleoplasm/SERTAD2/SERTAD2-evaluation.md	reports/SERTAD2.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SERTAD3	scored	nucleoplasm	1	36			detail/nucleoplasm/SERTAD3/SERTAD3-evaluation.md	reports/SERTAD3.html	category/nucleoplasm.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SERTAD4	scored	nucleoplasm	1	32			detail/nucleoplasm/SERTAD4/SERTAD4-evaluation.md	reports/SERTAD4.html	category/nucleoplasm.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SESN3	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SESN3/SESN3-evaluation.md	reports/SESN3.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SET	rejected	nucleoplasm	3	28			detail/nucleoplasm/SET/SET-evaluation.md	reports/SET.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SETX	rejected	nucleoplasm	1	28			detail/nucleoplasm/SETX/SETX-evaluation.md	reports/SETX.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SFMBT1	scored	nucleoplasm	1	36			detail/nucleoplasm/SFMBT1/SFMBT1-evaluation.md	reports/SFMBT1.html	category/nucleoplasm.html	169	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SGK2	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SGK2/SGK2-evaluation.md	reports/SGK2.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SGO1	rejected	nucleoplasm	2	28			detail/nucleoplasm/SGO1/SGO1-evaluation.md	reports/SGO1.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SGSM2	scored	nucleoplasm	1.5	16			detail/nucleoplasm/SGSM2/SGSM2-evaluation.md	reports/SGSM2.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SHE	rejected	nucleoplasm	0.5	28			detail/nucleoplasm/SHE/SHE-evaluation.md	reports/SHE.html	category/nucleoplasm.html	171	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SHFL	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SHFL/SHFL-evaluation.md	reports/SHFL.html	category/nucleoplasm.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SHISA6	scored	nucleoplasm	1	16			detail/nucleoplasm/SHISA6/SHISA6-evaluation.md	reports/SHISA6.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SHLD2	scored	nucleoplasm	2.5	28			detail/nucleoplasm/SHLD2/SHLD2-evaluation.md	reports/SHLD2.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SHPRH	scored	nucleoplasm	5	16			detail/nucleoplasm/SHPRH/SHPRH-evaluation.md	reports/SHPRH.html	category/nucleoplasm.html	185	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SHROOM4	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SHROOM4/SHROOM4-evaluation.md	reports/SHROOM4.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SHTN1	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SHTN1/SHTN1-evaluation.md	reports/SHTN1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SIGIRR	rejected	nucleoplasm	1.5	16			detail/nucleoplasm/SIGIRR/SIGIRR-evaluation.md	reports/SIGIRR.html	category/nucleoplasm.html	176	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SIGLEC15	rejected	nucleoplasm	1.5	16			detail/nucleoplasm/SIGLEC15/SIGLEC15-evaluation.md	reports/SIGLEC15.html	category/nucleoplasm.html	169	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SIK1	rejected	nucleoplasm	1	28			detail/nucleoplasm/SIK1/SIK1-evaluation.md	reports/SIK1.html	category/nucleoplasm.html	183	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SINHCAF	scored	nucleoplasm	1.5	36			detail/nucleoplasm/SINHCAF/SINHCAF-evaluation.md	reports/SINHCAF.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SIVA1	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SIVA1/SIVA1-evaluation.md	reports/SIVA1.html	category/nucleoplasm.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SIX1	rejected	nucleoplasm	2	28			detail/nucleoplasm/SIX1/SIX1-evaluation.md	reports/SIX1.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SIX2	rejected	nucleoplasm	1.5	36			detail/nucleoplasm/SIX2/SIX2-evaluation.md	reports/SIX2.html	category/nucleoplasm.html	179	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SKAP1	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SKAP1/SKAP1-evaluation.md	reports/SKAP1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SKAP2	scored	nucleoplasm	2	28			detail/nucleoplasm/SKAP2/SKAP2-evaluation.md	reports/SKAP2.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SKOR1	scored	nucleoplasm		22			detail/nucleoplasm/SKOR1/SKOR1-evaluation.md	reports/SKOR1__nucleoplasm.html	category/nucleoplasm.html	152	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SKOR2	scored	nucleoplasm	0.5	28			detail/nucleoplasm/SKOR2/SKOR2-evaluation.md	reports/SKOR2.html	category/nucleoplasm.html	170	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SLF1	scored	nucleoplasm	2.5	28			detail/nucleoplasm/SLF1/SLF1-evaluation.md	reports/SLF1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SLF2	scored	nucleoplasm		26			detail/nucleoplasm/SLF2/SLF2-evaluation.md	reports/SLF2__nucleoplasm.html	category/nucleoplasm.html	153	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SLFN14	scored	nucleoplasm		22			detail/nucleoplasm/SLFN14/SLFN14-evaluation.md	reports/SLFN14__nucleoplasm.html	category/nucleoplasm.html	132	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SLX1A	scored	nucleoplasm	1.5	36			detail/nucleoplasm/SLX1A/SLX1A-evaluation.md	reports/SLX1A.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SLX1B	scored	nucleoplasm		25			detail/nucleoplasm/SLX1B/SLX1B-evaluation.md	reports/SLX1B__nucleoplasm.html	category/nucleoplasm.html	143	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SLX9	scored	nucleoplasm		22			detail/nucleoplasm/SLX9/SLX9-evaluation.md	reports/SLX9__nucleoplasm.html	category/nucleoplasm.html	138	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SMAD1	rejected	nucleoplasm	3	28			detail/nucleoplasm/SMAD1/SMAD1-evaluation.md	reports/SMAD1.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SMAD2	rejected	nucleoplasm	3	28			detail/nucleoplasm/SMAD2/SMAD2-evaluation.md	reports/SMAD2.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SMAD3	rejected	nucleoplasm	3	28			detail/nucleoplasm/SMAD3/SMAD3-evaluation.md	reports/SMAD3.html	category/nucleoplasm.html	175	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SMAD4	rejected	nucleoplasm	3	28			detail/nucleoplasm/SMAD4/SMAD4-evaluation.md	reports/SMAD4.html	category/nucleoplasm.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SMAD6	rejected	nucleoplasm	1.5	28			detail/nucleoplasm/SMAD6/SMAD6-evaluation.md	reports/SMAD6.html	category/nucleoplasm.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SMAD7	rejected	nucleoplasm	0.5	16			detail/nucleoplasm/SMAD7/SMAD7-evaluation.md	reports/SMAD7.html	category/nucleoplasm.html	177	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SMAP2	scored	nucleoplasm	100	3			detail/nucleoplasm/SMAP2/SMAP2-evaluation.md	reports/SMAP2.html	category/nucleoplasm.html	122	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SMCHD1	rejected	nucleoplasm	2	32			detail/nucleoplasm/SMCHD1/SMCHD1-evaluation.md	reports/SMCHD1.html	category/nucleoplasm.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SMCR8	scored	nucleoplasm		8			detail/nucleoplasm/SMCR8/SMCR8-evaluation.md	reports/SMCR8__nucleoplasm.html	category/nucleoplasm.html	151	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SMKR1	scored	nucleoplasm	1	28			detail/nucleoplasm/SMKR1/SMKR1-evaluation.md	reports/SMKR1.html	category/nucleoplasm.html	165	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SMYD2	rejected	nucleoplasm	3	28			detail/nucleoplasm/SMYD2/SMYD2-evaluation.md	reports/SMYD2.html	category/nucleoplasm.html	186	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SMYD4	scored	nucleoplasm	1.5	28			detail/nucleoplasm/SMYD4/SMYD4-evaluation.md	reports/SMYD4.html	category/nucleoplasm.html	178	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SMYD5	scored	nucleoplasm	100	3			detail/nucleoplasm/SMYD5/SMYD5-evaluation.md	reports/SMYD5.html	category/nucleoplasm.html	122	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SNCAIP	scored	nucleoplasm	100	3			detail/nucleoplasm/SNCAIP/SNCAIP-evaluation.md	reports/SNCAIP.html	category/nucleoplasm.html	122	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SNF8	scored	nucleoplasm		18			detail/nucleoplasm/SNF8/SNF8-evaluation.md	reports/SNF8__nucleoplasm.html	category/nucleoplasm.html	150	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SNIP1	scored	nucleoplasm	2.5	1			detail/nucleoplasm/SNIP1/SNIP1-evaluation.md	reports/SNIP1.html	category/nucleoplasm.html	182	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SNRK	scored	nucleoplasm	0	1			detail/nucleoplasm/SNRK/SNRK-evaluation.md	reports/SNRK.html	category/nucleoplasm.html	181	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
SNTB2	scored	nucleoplasm		10			detail/nucleoplasm/SNTB2/SNTB2-evaluation.md	reports/SNTB2__nucleoplasm.html	category/nucleoplasm.html	154	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
SNTG1	scored	nucleoplasm		10			detail/nucleoplasm/SNTG1/SNTG1-evaluation.md	reports/SNTG1__nucleoplasm.html	category/nucleoplasm.html	154	True	True	True	True	True	True	True	True	2	MULTI_SCORED_CONFLICT	False	parse_quality:PARTIAL;manual_review;duplicate:MULTI_SCORED_CONFLICT	PARTIAL	score_not_parsed
