gene	status	category	score	nuclear_score	source_table_status	source_table_category	report_path	docs_report_path	category_page	lines	has_hpa	has_if_image	has_pae	has_pdb	has_ppi	has_pubmed	has_scoring_table	has_manual_review	duplicate_count	duplicate_type	is_primary_candidate	known_backlog_flags	parse_quality	parse_notes
MTA1	rejected	rejected		100			detail/rejected/MTA1/MTA1-evaluation.md	reports/MTA1.html	category/rejected.html	40	False	False	False	False	True	True	True	False	1	NONE	True		GOOD	missing_hpa_marker
MTAP	rejected	rejected					detail/rejected/MTAP/MTAP-evaluation.md	reports/MTAP.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MTCL3	rejected	rejected	0.5	2			detail/rejected/MTCL3/MTCL3-evaluation.md	reports/MTCL3.html	category/rejected.html	165	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
MTF1	rejected	rejected					detail/rejected/MTF1/MTF1-evaluation.md	reports/MTF1.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MTRR	rejected	rejected					detail/rejected/MTRR/MTRR-evaluation.md	reports/MTRR.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MUS81	rejected	rejected					detail/rejected/MUS81/MUS81-evaluation.md	reports/MUS81.html	category/rejected.html	33	True	False	False	True	False	True	False	False	1	NONE	True		GOOD	ok
MUTYH	rejected	rejected					detail/rejected/MUTYH/MUTYH-evaluation.md	reports/MUTYH.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MX2	rejected	rejected					detail/rejected/MX2/MX2-evaluation.md	reports/MX2.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MXD1	rejected	rejected					detail/rejected/MXD1/MXD1-evaluation.md	reports/MXD1.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MXI1	rejected	rejected					detail/rejected/MXI1/MXI1-evaluation.md	reports/MXI1.html	category/rejected.html	33	True	False	False	False	True	True	False	False	1	NONE	True		GOOD	ok
MYBL1	rejected	rejected					detail/rejected/MYBL1/MYBL1-evaluation.md	reports/MYBL1.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MYOG	rejected	rejected					detail/rejected/MYOG/MYOG-evaluation.md	reports/MYOG.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
MYRF	rejected	rejected					detail/rejected/MYRF/MYRF-evaluation.md	reports/MYRF.html	category/rejected.html	33	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
Mfap1a	rejected	rejected	0	3			detail/rejected/Mfap1a/Mfap1a-evaluation.md	reports/Mfap1a.html	category/rejected.html	155	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Mfap1b	rejected	rejected	0	3			detail/rejected/Mfap1b/Mfap1b-evaluation.md	reports/Mfap1b.html	category/rejected.html	155	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Mndal	rejected	rejected	0	3			detail/rejected/Mndal/Mndal-evaluation.md	reports/Mndal.html	category/rejected.html	159	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Msx3	rejected	rejected		4			detail/rejected/Msx3/Msx3-evaluation.md	reports/Msx3.html	category/rejected.html	38	False	False	False	False	True	False	True	False	1	NONE	True		GOOD	missing_hpa_marker;missing_pubmed_marker
Mycs	rejected	rejected	0	3			detail/rejected/Mycs/Mycs-evaluation.md	reports/Mycs.html	category/rejected.html	164	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
N4BP3	rejected	rejected	0.5	3			detail/rejected/N4BP3/N4BP3-evaluation.md	reports/N4BP3.html	category/rejected.html	168	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NAA30	rejected	rejected	0.5	3			detail/rejected/NAA30/NAA30-evaluation.md	reports/NAA30.html	category/rejected.html	168	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NAB2	rejected	rejected		3			detail/rejected/NAB2/NAB2-evaluation.md	reports/NAB2.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NABP1	rejected	rejected	0.5	3			detail/rejected/NABP1/NABP1-evaluation.md	reports/NABP1.html	category/rejected.html	168	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NACA	rejected	rejected		3			detail/rejected/NACA/NACA-evaluation.md	reports/NACA.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NADSYN1	rejected	rejected	0.5	3			detail/rejected/NADSYN1/NADSYN1-evaluation.md	reports/NADSYN1.html	category/rejected.html	168	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NAF1	rejected	rejected	1.8	3			detail/rejected/NAF1/NAF1-evaluation.md	reports/NAF1.html	category/rejected.html	178	True	False	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NANOGNB	rejected	rejected		3			detail/rejected/NANOGNB/NANOGNB-evaluation.md	reports/NANOGNB.html	category/rejected.html	46	True	False	False	False	False	True	True	False	1	NONE	True		GOOD	ok
NANS	rejected	rejected		3			detail/rejected/NANS/NANS-evaluation.md	reports/NANS.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NASP	rejected	rejected		3			detail/rejected/NASP/NASP-evaluation.md	reports/NASP.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NBAS	rejected	rejected		3			detail/rejected/NBAS/NBAS-evaluation.md	reports/NBAS.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NBPF4	rejected	rejected	0.5	2			detail/rejected/NBPF4/NBPF4-evaluation.md	reports/NBPF4.html	category/rejected.html	164	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NBR1	rejected	rejected		3			detail/rejected/NBR1/NBR1-evaluation.md	reports/NBR1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NCBP1	rejected	rejected		1			detail/rejected/NCBP1/NCBP1-evaluation.md	reports/NCBP1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NCOA3	rejected	rejected		3			detail/rejected/NCOA3/NCOA3-evaluation.md	reports/NCOA3.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NCOA4	rejected	rejected		4			detail/rejected/NCOA4/NCOA4-evaluation.md	reports/NCOA4.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NDC80	rejected	rejected		3			detail/rejected/NDC80/NDC80-evaluation.md	reports/NDC80.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NDE1	rejected	rejected		3			detail/rejected/NDE1/NDE1-evaluation.md	reports/NDE1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NDEL1	rejected	rejected	2	2			detail/rejected/NDEL1/NDEL1-evaluation.md	reports/NDEL1.html	category/rejected.html	184	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NDN	rejected	rejected		3			detail/rejected/NDN/NDN-evaluation.md	reports/NDN.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NEDD8	rejected	rejected		100			detail/rejected/NEDD8/NEDD8-evaluation.md	reports/NEDD8.html	category/rejected.html	40	False	False	False	False	True	True	True	False	1	NONE	True		GOOD	missing_hpa_marker
NEDD9	rejected	rejected		3			detail/rejected/NEDD9/NEDD9-evaluation.md	reports/NEDD9.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NEFH	rejected	rejected		3			detail/rejected/NEFH/NEFH-evaluation.md	reports/NEFH.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NEFL	rejected	rejected		3			detail/rejected/NEFL/NEFL-evaluation.md	reports/NEFL.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NEIL1	rejected	rejected		3			detail/rejected/NEIL1/NEIL1-evaluation.md	reports/NEIL1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NEIL2	rejected	rejected		3			detail/rejected/NEIL2/NEIL2-evaluation.md	reports/NEIL2.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NEIL3	rejected	rejected		3			detail/rejected/NEIL3/NEIL3-evaluation.md	reports/NEIL3.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NEK2	rejected	rejected		100			detail/rejected/NEK2/NEK2-evaluation.md	reports/NEK2.html	category/rejected.html	40	False	False	False	False	True	True	True	False	1	NONE	True		GOOD	missing_hpa_marker
NEK7	rejected	rejected		100			detail/rejected/NEK7/NEK7-evaluation.md	reports/NEK7.html	category/rejected.html	40	False	False	False	False	True	True	True	False	1	NONE	True		GOOD	missing_hpa_marker
NET1	rejected	rejected		3			detail/rejected/NET1/NET1-evaluation.md	reports/NET1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NEUROD2	rejected	rejected		3			detail/rejected/NEUROD2/NEUROD2-evaluation.md	reports/NEUROD2.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NFE2	rejected	rejected		2			detail/rejected/NFE2/NFE2-evaluation.md	reports/NFE2.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NFIC	rejected	rejected		3			detail/rejected/NFIC/NFIC-evaluation.md	reports/NFIC.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NFIL3	rejected	rejected		3			detail/rejected/NFIL3/NFIL3-evaluation.md	reports/NFIL3.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NFIX	rejected	rejected		3			detail/rejected/NFIX/NFIX-evaluation.md	reports/NFIX.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NFKBIA	rejected	rejected		3			detail/rejected/NFKBIA/NFKBIA-evaluation.md	reports/NFKBIA.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NFS1	rejected	rejected		3			detail/rejected/NFS1/NFS1-evaluation.md	reports/NFS1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NFYA	rejected	rejected		3			detail/rejected/NFYA/NFYA-evaluation.md	reports/NFYA.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NFYB	rejected	rejected		3			detail/rejected/NFYB/NFYB-evaluation.md	reports/NFYB.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NFYC	rejected	rejected		3			detail/rejected/NFYC/NFYC-evaluation.md	reports/NFYC.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NHLH1	rejected	rejected		3			detail/rejected/NHLH1/NHLH1-evaluation.md	reports/NHLH1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NHSL3	rejected	rejected	0	3			detail/rejected/NHSL3/NHSL3-evaluation.md	reports/NHSL3.html	category/rejected.html	167	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NIN	rejected	rejected		3			detail/rejected/NIN/NIN-evaluation.md	reports/NIN.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NMI	rejected	rejected		3			detail/rejected/NMI/NMI-evaluation.md	reports/NMI.html	category/rejected.html	46	True	False	False	False	True	True	False	False	1	NONE	True		GOOD	ok
NMNAT1	rejected	rejected		3			detail/rejected/NMNAT1/NMNAT1-evaluation.md	reports/NMNAT1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NOBOX	rejected	rejected		3			detail/rejected/NOBOX/NOBOX-evaluation.md	reports/NOBOX.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NOCT	rejected	rejected		3			detail/rejected/NOCT/NOCT-evaluation.md	reports/NOCT.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NOTO	rejected	rejected		3			detail/rejected/NOTO/NOTO-evaluation.md	reports/NOTO.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NPAS2	rejected	rejected		3			detail/rejected/NPAS2/NPAS2-evaluation.md	reports/NPAS2.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NPAS4	rejected	rejected		3			detail/rejected/NPAS4/NPAS4-evaluation.md	reports/NPAS4.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NPAT	rejected	rejected		3			detail/rejected/NPAT/NPAT-evaluation.md	reports/NPAT.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NRK	rejected	rejected	0.5	3			detail/rejected/NRK/NRK-evaluation.md	reports/NRK.html	category/rejected.html	163	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NSMF	rejected	rejected		3			detail/rejected/NSMF/NSMF-evaluation.md	reports/NSMF.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NT5DC1	rejected	rejected	1	3			detail/rejected/NT5DC1/NT5DC1-evaluation.md	reports/NT5DC1.html	category/rejected.html	180	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
NUAK1	rejected	rejected		3			detail/rejected/NUAK1/NUAK1-evaluation.md	reports/NUAK1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NUCKS1	rejected	rejected		1			detail/rejected/NUCKS1/NUCKS1-evaluation.md	reports/NUCKS1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NUDCD2	rejected	rejected	100				detail/rejected/NUDCD2/NUDCD2-evaluation.md	reports/NUDCD2.html	category/rejected.html	45	True	False	False	True	False	True	True	False	1	NONE	True		GOOD	ok
NUDT14	rejected	rejected	100				detail/rejected/NUDT14/NUDT14-evaluation.md	reports/NUDT14.html	category/rejected.html	45	True	False	False	True	False	True	True	False	1	NONE	True		GOOD	ok
NUDT6	rejected	rejected	100				detail/rejected/NUDT6/NUDT6-evaluation.md	reports/NUDT6.html	category/rejected.html	45	True	False	False	True	False	True	True	False	1	NONE	True		GOOD	ok
NUDT8	rejected	rejected	100				detail/rejected/NUDT8/NUDT8-evaluation.md	reports/NUDT8.html	category/rejected.html	45	True	False	False	True	False	True	True	False	1	NONE	True		GOOD	ok
NUF2	rejected	rejected		3			detail/rejected/NUF2/NUF2-evaluation.md	reports/NUF2.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NUFIP1	rejected	rejected	100				detail/rejected/NUFIP1/NUFIP1-evaluation.md	reports/NUFIP1__rejected.html	category/rejected.html	45	True	False	False	True	False	True	True	False	2	SCORED_REJECTED_CONFLICT	False	duplicate:SCORED_REJECTED_CONFLICT	GOOD	ok
NUMA1	rejected	rejected		1			detail/rejected/NUMA1/NUMA1-evaluation.md	reports/NUMA1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NUP43	rejected	rejected	100				detail/rejected/NUP43/NUP43-evaluation.md	reports/NUP43.html	category/rejected.html	45	True	False	False	True	False	True	True	False	1	NONE	True		GOOD	ok
NUP62	rejected	rejected	100				detail/rejected/NUP62/NUP62-evaluation.md	reports/NUP62.html	category/rejected.html	45	True	False	False	True	False	True	True	False	1	NONE	True		GOOD	ok
NUP62CL	rejected	rejected	100				detail/rejected/NUP62CL/NUP62CL-evaluation.md	reports/NUP62CL.html	category/rejected.html	45	True	False	False	True	False	True	True	False	1	NONE	True		GOOD	ok
NUPR1	rejected	rejected		1			detail/rejected/NUPR1/NUPR1-evaluation.md	reports/NUPR1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NUS1	rejected	rejected	100				detail/rejected/NUS1/NUS1-evaluation.md	reports/NUS1.html	category/rejected.html	45	True	False	False	True	False	True	True	False	1	NONE	True		GOOD	ok
NUSAP1	rejected	rejected		3			detail/rejected/NUSAP1/NUSAP1-evaluation.md	reports/NUSAP1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NUTM1	rejected	rejected		3			detail/rejected/NUTM1/NUTM1-evaluation.md	reports/NUTM1.html	category/rejected.html	46	True	False	False	False	False	True	False	False	1	NONE	True		GOOD	ok
NUTM2D	rejected	rejected	100				detail/rejected/NUTM2D/NUTM2D-evaluation.md	reports/NUTM2D.html	category/rejected.html	45	True	False	False	True	False	True	True	False	1	NONE	True		GOOD	ok
NUTM2F	rejected	rejected	100				detail/rejected/NUTM2F/NUTM2F-evaluation.md	reports/NUTM2F.html	category/rejected.html	45	True	False	False	True	False	True	True	False	1	NONE	True		GOOD	ok
NXF2B	rejected	rejected	100				detail/rejected/NXF2B/NXF2B-evaluation.md	reports/NXF2B.html	category/rejected.html	45	True	False	False	True	False	True	True	False	1	NONE	True		GOOD	ok
NXPE2	rejected	rejected	100				detail/rejected/NXPE2/NXPE2-evaluation.md	reports/NXPE2.html	category/rejected.html	45	True	False	False	True	False	True	True	False	1	NONE	True		GOOD	ok
Nat8f3	rejected	rejected	0	3			detail/rejected/Nat8f3/Nat8f3-evaluation.md	reports/Nat8f3.html	category/rejected.html	155	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
Ncbp2	rejected	rejected		4			detail/rejected/Ncbp2/Ncbp2-evaluation.md	reports/Ncbp2__Ncbp2.html	category/rejected.html	38	False	False	False	False	True	False	True	False	1	NONE	True		GOOD	missing_hpa_marker;missing_pubmed_marker
Nsun5	rejected	rejected		4			detail/rejected/Nsun5/Nsun5-evaluation.md	reports/Nsun5__Nsun5.html	category/rejected.html	38	False	False	False	False	True	False	True	False	1	NONE	True		GOOD	missing_hpa_marker;missing_pubmed_marker
OAS3	scored	rejected	1	12			detail/rejected/OAS3/OAS3-evaluation.md	reports/OAS3.html	category/rejected.html	136	True	True	True	True	True	True	True	False	1	NONE	True		GOOD	ok
