gene	category	status	lines	risk	modified_today	issues	issue_count
DCLK1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DCLRE1C	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DCTD	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DCTN1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DDAH1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DDN	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DDX39B	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DEDD	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DEPTOR	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DFFB	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DGAT1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DGKQ	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DGKZ	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DHPS	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DIO2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DLL3	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DLST	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DLX3	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DLX4	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DLX6	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DMRT2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DMTF1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DOK1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DPP9	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DPYSL5	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DR1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DRG1	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DST	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DTL	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
DVL2	rejected	rejected	18	HIGH	True	SHORT(18lines); NO_PLDDT; NO_HPA	3
AAAS	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AASS	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ABR	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ACACA	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ACP1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ADD1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ADK	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ADRA1A	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AEN	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AFDN	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AFF2	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AGL	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AHCY	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AHRR	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AICDA	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AIM2	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AIMP2	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AJUBA	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ALMS1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ALOX5	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ALOX5AP	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ALX4	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ALYREF	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AMD1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AMHR2	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ANKRD1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ANLN	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ANP32A	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ANXA10	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AOX1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
APAF1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
APPL1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
APRT	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ARID5B	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ARMC5	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ARRB1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ARRB2	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ASCC2	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ASPM	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ASPSCR1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ASS1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ASXL2	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ATE1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ATF5	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ATG12	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ATG13	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ATN1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ATOH7	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ATRIP	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ATXN3	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
ATXN7	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AURKA	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
AXIN2	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
FAN1	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
FANCI	rejected	rejected	20	HIGH	True	SHORT(20lines); NO_PLDDT; NO_HPA	3
FABP1	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FABP6	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FABP7	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FADD	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FADS2	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FAF1	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FAM13A	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FANCA	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FANCC	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FBP2	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FBXO11	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FBXO32	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FDPS	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FEN1	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FEV	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FGF12	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FHIT	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FHL1	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FHL2	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FHL3	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FIGLA	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FKBP4	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FKBP5	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FLCN	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FOXC2	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FOXD2	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FOXE1	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FOXE3	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FOXF1	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FOXF2	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FOXH1	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FOXI3	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FOXJ1	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FOXO4	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FOXP4	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FOXQ1	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FRG2	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FSD1	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FSTL3	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FUBP1	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FUT8	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
FZR1	rejected	rejected	22	HIGH	True	SHORT(22lines); NO_PLDDT	2
BCLAF1	rejected	rejected	24	HIGH	True	SHORT(24lines); NO_PLDDT; NO_HPA	3
IFI16	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IFI44	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IFI44L	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IGDCC3	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IGHMBP2	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IKBKE	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IKBKG	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
ILK	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IMPDH1	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IMPDH2	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
INCENP	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
INF2	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
INVS	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IRAK1	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IRAK3	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IRAK4	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IRS1	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IRX3	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
ISG20	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
ISL2	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IST1	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
ITPA	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
IVL	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
JMJD1C	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
JMJD6	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
JRK	rejected	rejected	26	HIGH	True	NO_PLDDT; NO_HPA	2
ACOX1	rejected	rejected	34	HIGH	True	NO_PLDDT; NO_HPA	2
AMZ2	rejected	rejected	34	HIGH	True	NUKE_0_10; NO_REASON	2
ARL17A	rejected	rejected	34	HIGH	True	NO_NUKE_EV; NUKE_0_10; NO_REASON	3
ACADS	rejected	rejected	35	HIGH	True	NO_PLDDT; NO_HPA	2
ARFIP1	rejected	rejected	35	HIGH	True	NUKE_0_10; NO_REASON	2
ARL17B	rejected	rejected	35	HIGH	True	NO_NUKE_EV; NUKE_0_10; NO_REASON	3
KATNAL2	rejected	rejected	36	HIGH	True	NO_PUBMED; NO_PLDDT	2
KLHDC3	rejected	rejected	36	HIGH	True	NO_PUBMED; NO_PLDDT	2
KPTN	rejected	rejected	36	HIGH	True	NO_PUBMED; NO_PLDDT	2
LAMTOR2	rejected	rejected	36	HIGH	True	NO_PUBMED; NO_PLDDT	2
LNPK	rejected	rejected	36	HIGH	True	NO_PUBMED; NO_PLDDT	2
LRRC7	rejected	rejected	36	HIGH	True	NO_PUBMED; NO_PLDDT	2
LTV1	rejected	rejected	36	HIGH	True	NO_PUBMED; NO_PLDDT	2
LXN	rejected	rejected	36	HIGH	True	NO_PUBMED; NO_PLDDT	2
AQP7B	rejected	rejected	38	HIGH	True	NO_PUBMED; NO_PLDDT; NO_REASON	3
AKT2	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
AKT3	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
AURKB	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
CAMK4	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
CAMKK2	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
CHEK1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
CITED2	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
DDB1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
ITCH	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
MDC1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
MKNK1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
MTA1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
NEDD4	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
NEDD8	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
NEK2	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
NEK7	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PAK2	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PARG	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PHF1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PHLPP1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PIM1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PKM	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PLK1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PPM1D	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PRKAA1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PRKCB	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PRKCI	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PRKN	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
PRM1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
RACK1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
RBX1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
REV1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
RRM2	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
SENP1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
SMURF2	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
STIP1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
STUB1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
TAB2	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
TRIB3	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
TRIM32	rejected	rejected	40	HIGH	True	NO_PUBMED; NO_PLDDT; NO_HPA	3
TRIM33	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
WEE1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
WNK1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
XPA	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
XRCC1	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
XRCC6	rejected	rejected	40	HIGH	True	NO_UNIPROT; NO_PLDDT; NO_HPA	3
RECQL4	rejected	rejected	16	MED	True	SHORT(16lines)	1
RYK	rejected	rejected	16	MED	True	SHORT(16lines)	1
FLII	rejected	rejected	28	MED	True	NO_PLDDT	1
MACC1	rejected	rejected	33	MED	True	NO_PLDDT	1
MAD2L1	rejected	rejected	33	MED	True	NO_PLDDT	1
MAFF	rejected	rejected	33	MED	True	NO_PLDDT	1
MAFK	rejected	rejected	33	MED	True	NO_PLDDT	1
MAGEA1	rejected	rejected	33	MED	True	NO_PLDDT	1
MAGEA4	rejected	rejected	33	MED	True	NO_PLDDT	1
MAGEL2	rejected	rejected	33	MED	True	NO_PLDDT	1
MAGI1	rejected	rejected	33	MED	True	NO_PLDDT	1
MAML1	rejected	rejected	33	MED	True	NO_PLDDT	1
MAML2	rejected	rejected	33	MED	True	NO_PLDDT	1
MAML3	rejected	rejected	33	MED	True	NO_PLDDT	1
MARCKS	rejected	rejected	33	MED	True	NO_PLDDT	1
MARS1	rejected	rejected	33	MED	True	NO_PLDDT	1
MAT1A	rejected	rejected	33	MED	True	NO_PLDDT	1
MAT2A	rejected	rejected	33	MED	True	NO_PLDDT	1
MEF2A	rejected	rejected	33	MED	True	NO_PLDDT	1
MEFV	rejected	rejected	33	MED	True	NO_PLDDT	1
MKI67	rejected	rejected	33	MED	True	NO_PLDDT	1
MLLT10	rejected	rejected	33	MED	True	NO_PLDDT	1
MLST8	rejected	rejected	33	MED	True	NO_PLDDT	1
MLX	rejected	rejected	33	MED	True	NO_PLDDT	1
MMACHC	rejected	rejected	33	MED	True	NO_PLDDT	1
MNDA	rejected	rejected	33	MED	True	NO_PLDDT	1
MNX1	rejected	rejected	33	MED	True	NO_PLDDT	1
MPG	rejected	rejected	33	MED	True	NO_PLDDT	1
MRO	rejected	rejected	33	MED	True	NO_PLDDT	1
MRTFA	rejected	rejected	33	MED	True	NO_PLDDT	1
MSRA	rejected	rejected	33	MED	True	NO_PLDDT	1
MSX2	rejected	rejected	33	MED	True	NO_PLDDT	1
MT1E	rejected	rejected	33	MED	True	NO_PLDDT	1
MTAP	rejected	rejected	33	MED	True	NO_PLDDT	1
MTF1	rejected	rejected	33	MED	True	NO_PLDDT	1
MTRR	rejected	rejected	33	MED	True	NO_PLDDT	1
MUS81	rejected	rejected	33	MED	True	NO_PLDDT	1
MUTYH	rejected	rejected	33	MED	True	NO_PLDDT	1
MX2	rejected	rejected	33	MED	True	NO_PLDDT	1
MXD1	rejected	rejected	33	MED	True	NO_PLDDT	1
MXI1	rejected	rejected	33	MED	True	NO_PLDDT	1
MYBL1	rejected	rejected	33	MED	True	NO_PLDDT	1
MYCL	rejected	rejected	33	MED	True	NO_PLDDT	1
MYOG	rejected	rejected	33	MED	True	NO_PLDDT	1
MYRF	rejected	rejected	33	MED	True	NO_PLDDT	1
SMN2	rejected	rejected	33	MED	True	NO_PLDDT	1
GAB1	rejected	rejected	35	MED	True	NO_PLDDT	1
GADD45A	rejected	rejected	35	MED	True	NO_PLDDT	1
GADD45B	rejected	rejected	35	MED	True	NO_PLDDT	1
GAS2	rejected	rejected	35	MED	True	NO_PLDDT	1
GATA5	rejected	rejected	35	MED	True	NO_PLDDT	1
GBP2	rejected	rejected	35	MED	True	NO_PLDDT	1
GBX2	rejected	rejected	35	MED	True	NO_PLDDT	1
GCAT	rejected	rejected	35	MED	True	NO_PLDDT	1
GCH1	rejected	rejected	35	MED	True	NO_PLDDT	1
GCLC	rejected	rejected	35	MED	True	NO_PLDDT	1
GCLM	rejected	rejected	35	MED	True	NO_PLDDT	1
GCM1	rejected	rejected	35	MED	True	NO_PLDDT	1
GCM2	rejected	rejected	35	MED	True	NO_PLDDT	1
GDA	rejected	rejected	35	MED	True	NO_PLDDT	1
GEMIN2	rejected	rejected	35	MED	True	NO_PLDDT	1
GJA1	rejected	rejected	35	MED	True	NO_PLDDT	1
GLO1	rejected	rejected	35	MED	True	NO_PLDDT	1
GNA13	rejected	rejected	35	MED	True	NO_PLDDT	1
GNAQ	rejected	rejected	35	MED	True	NO_PLDDT	1
GP9	rejected	rejected	35	MED	True	NO_PLDDT	1
GPER1	rejected	rejected	35	MED	True	NO_PLDDT	1
GPX4	rejected	rejected	35	MED	True	NO_PLDDT	1
GRB2	rejected	rejected	35	MED	True	NO_PLDDT	1
GRHL3	rejected	rejected	35	MED	True	NO_PLDDT	1
GRK5	rejected	rejected	35	MED	True	NO_PLDDT	1
GSS	rejected	rejected	35	MED	True	NO_PLDDT	1
APOBEC3A_B	rejected	rejected	36	MED	True	NO_REASON	1
KHNYN	rejected	rejected	36	MED	True	NO_PLDDT	1
E2F2	rejected	rejected	37	MED	True	NO_PLDDT	1
E2F5	rejected	rejected	37	MED	True	NO_PLDDT	1
E2F6	rejected	rejected	37	MED	True	NO_PLDDT	1
E2F7	rejected	rejected	37	MED	True	NO_PLDDT	1
E2F8	rejected	rejected	37	MED	True	NO_PLDDT	1
EAF2	rejected	rejected	37	MED	True	NO_PLDDT	1
EBF3	rejected	rejected	37	MED	True	NO_PLDDT	1
ECT2	rejected	rejected	37	MED	True	NO_PLDDT	1
EDARADD	rejected	rejected	37	MED	True	NO_PLDDT	1
EEF2	rejected	rejected	37	MED	True	NO_PLDDT	1
EEF2K	rejected	rejected	37	MED	True	NO_PLDDT	1
EGLN1	rejected	rejected	37	MED	True	NO_PLDDT	1
EGLN3	rejected	rejected	37	MED	True	NO_PLDDT	1
EGR4	rejected	rejected	37	MED	True	NO_PLDDT	1
ELAC2	rejected	rejected	37	MED	True	NO_PLDDT	1
ELF4	rejected	rejected	37	MED	True	NO_PLDDT	1
ELK3	rejected	rejected	37	MED	True	NO_PLDDT	1
ELOF1	rejected	rejected	37	MED	True	NO_PLDDT	1
EME1	rejected	rejected	37	MED	True	NO_PLDDT	1
EMP2	rejected	rejected	37	MED	True	NO_PLDDT	1
EMSY	rejected	rejected	37	MED	True	NO_PLDDT	1
EMX2	rejected	rejected	37	MED	True	NO_PLDDT	1
EN2	rejected	rejected	37	MED	True	NO_PLDDT	1
EPC1	rejected	rejected	37	MED	True	NO_PLDDT	1
ESCO2	rejected	rejected	37	MED	True	NO_PLDDT	1
ESD	rejected	rejected	37	MED	True	NO_PLDDT	1
ESRRA	rejected	rejected	37	MED	True	NO_PLDDT	1
ESRRG	rejected	rejected	37	MED	True	NO_PLDDT	1
ESX1	rejected	rejected	37	MED	True	NO_PLDDT	1
ETV5	rejected	rejected	37	MED	True	NO_PLDDT	1
EYA1	rejected	rejected	37	MED	True	NO_PLDDT	1
GALM	rejected	rejected	39	MED	True	NO_PLDDT	1
KANSL1	rejected	rejected	39	MED	True	NO_PLDDT	1
KCTD15	rejected	rejected	39	MED	True	NO_PLDDT	1
KLF3	rejected	rejected	39	MED	True	NO_PLDDT	1
KPNB1	rejected	rejected	39	MED	True	NO_PLDDT	1
LBX1	rejected	rejected	39	MED	True	NO_PLDDT	1
LCORL	rejected	rejected	39	MED	True	NO_PLDDT	1
LHX9	rejected	rejected	39	MED	True	NO_PLDDT	1
LIG1	rejected	rejected	39	MED	True	NO_PLDDT	1
LIG3	rejected	rejected	39	MED	True	NO_PLDDT	1
LYL1	rejected	rejected	39	MED	True	NO_PLDDT	1
ANXA2R	rejected	rejected	40	MED	True	NO_REASON	1
ELP4	rejected	rejected	40	MED	True	NO_PLDDT	1
ELP6	rejected	rejected	40	MED	True	NO_PLDDT	1
ENC1	rejected	rejected	40	MED	True	NO_PLDDT	1
EPOP	rejected	rejected	40	MED	True	NO_PLDDT	1
ERCC6L2	rejected	rejected	40	MED	True	NO_PLDDT	1
ERI2	rejected	rejected	40	MED	True	NO_PLDDT	1
ESCO1	rejected	rejected	40	MED	True	NO_PLDDT	1
EVI5L	rejected	rejected	40	MED	True	NO_PLDDT	1
